v2f1|VSITE2|f_b~h_b|-1|0.5
v2cl1|VSITE2|cl_b~h_b|-1|0.5
v2br1|VSITE2|br_b~h_b|-1|0.5
v2i1|VSITE2|i_b~h_b|-1|0.5
v2f1|VSITE2|f_b~c3_b|-1|0.5
v2cl1|VSITE2|cl_b~c3_b|-1|0.5
v2br1|VSITE2|br_b~c3_b|-1|0.5
v2i1|VSITE2|i_b~c3_b|-1|0.5
