-0.619 2.064 0.415
0.586 0.337 -1.995
0.3 0.545 -2.117
0.193 0.169 -2.038
0.843 0.151 -1.799
0.3 0.981 -2.117
0.0 0.763 -2.158
0.843 1.375 -1.799
0.586 1.189 -1.995
0.193 1.357 -2.038
0.483 1.573 -1.87
0.624 0.763 -2.038
0.264 2.18 -1.351
0.619 2.064 -1.351
0.085 1.702 -1.87
0.373 1.911 -1.651
0.738 1.753 -1.622
0.104 2.364 -0.998
0.494 2.283 -1.019
0.316 2.412 -0.663
0.713 2.283 -0.663
0.52 2.364 -0.324
0.104 2.226 0.372
0.467 2.201 0.288
0.29 2.361 0.001
0.098 2.443 -0.309
0.705 2.226 0.001
0.776 2.008 0.372
0.015 1.998 0.686
0.713 1.771 0.686
0.404 2.008 0.601
0.92 0.554 -1.87
1.169 0.367 -1.622
1.429 0.576 -1.351
1.359 0.212 -1.308
0.92 0.972 -1.87
1.207 0.763 -1.651
1.169 1.159 -1.622
1.429 0.95 -1.351
1.059 1.532 -1.537
1.598 0.763 -1.019
1.555 1.159 -0.998
1.567 1.375 -0.627
1.43 1.532 -0.937
1.359 1.314 -1.308
1.666 0.972 -0.663
1.491 1.357 0.062
1.628 1.189 -0.309
1.47 1.573 -0.273
1.067 2.064 -0.627
0.857 2.12 -0.998
1.362 1.753 -0.612
1.173 1.885 -0.937
0.944 1.885 -1.308
1.223 1.651 -1.224
0.908 2.18 -0.309
1.225 1.911 -0.273
1.293 1.702 0.083
1.025 1.998 0.062
1.046 1.754 0.415
-1.046 -1.754 -1.351
-0.908 -2.18 -0.627
-1.025 -1.998 -0.998
-1.293 -1.702 -1.019
-1.225 -1.911 -0.663
-0.944 -1.885 0.372
-1.173 -1.885 0.001
-1.067 -2.064 -0.309
-0.857 -2.12 0.062
-1.223 -1.651 0.288
-1.362 -1.753 -0.324
-1.266 -1.452 -1.351
-0.867 -1.134 -1.87
-0.977 -1.473 -1.651
-1.179 -1.13 -1.622
-1.628 -1.189 -0.627
-1.609 -0.981 -0.937
-1.423 -1.116 -1.308
-1.684 -0.763 -0.612
-1.491 -1.357 -0.998
-1.47 -1.573 -0.663
-1.43 -1.532 0.001
-1.567 -1.375 -0.309
-1.309 -0.763 -1.537
-1.042 -0.763 -1.799
-0.867 -0.392 -1.87
-1.179 -0.396 -1.622
-0.977 -0.053 -1.651
-1.609 -0.545 -0.937
-1.423 -0.41 -1.308
-1.512 -0.763 -1.224
-0.404 -2.008 -1.537
-0.322 -1.754 -1.799
-0.713 -1.771 -1.622
-0.015 -1.998 -1.622
-0.705 -2.226 -0.937
-0.098 -2.443 -0.627
-0.29 -2.361 -0.937
-0.776 -2.008 -1.308
-0.104 -2.226 -1.308
-0.52 -2.364 -0.612
-0.467 -2.201 -1.224
-0.316 -2.412 -0.273
-0.104 -2.364 0.062
-0.713 -2.283 -0.273
-0.494 -2.283 0.083
-0.373 -1.911 0.715
-0.738 -1.753 0.686
-0.619 -2.064 0.415
-0.264 -2.18 0.415
-0.224 -1.452 -1.995
-0.115 -1.116 -2.117
-0.505 -1.13 -2.038
-0.621 -1.473 -1.87
-0.224 -0.074 -1.995
-0.115 -0.41 -2.117
-0.724 -0.763 -1.995
-0.371 -0.763 -2.117
-0.505 -0.396 -2.038
-0.621 -0.053 -1.87
0.264 -2.18 -1.351
0.619 -2.064 -1.351
0.738 -1.753 -1.622
0.085 -1.702 -1.87
0.373 -1.911 -1.651
0.494 -2.283 -1.019
0.104 -2.364 -0.998
0.713 -2.283 -0.663
0.316 -2.412 -0.663
0.705 -2.226 0.001
0.29 -2.361 0.001
0.098 -2.443 -0.309
0.467 -2.201 0.288
0.776 -2.008 0.372
0.52 -2.364 -0.324
0.104 -2.226 0.372
0.404 -2.008 0.601
0.015 -1.998 0.686
0.713 -1.771 0.686
0.586 -1.189 -1.995
0.3 -0.981 -2.117
0.193 -1.357 -2.038
0.483 -1.573 -1.87
0.843 -1.375 -1.799
0.3 -0.545 -2.117
0.0 -0.763 -2.158
0.843 -0.151 -1.799
0.586 -0.337 -1.995
0.193 -0.169 -2.038
0.624 -0.763 -2.038
1.067 -2.064 -0.627
1.173 -1.885 -0.937
1.223 -1.651 -1.224
1.362 -1.753 -0.612
0.857 -2.12 -0.998
0.944 -1.885 -1.308
1.225 -1.911 -0.273
1.293 -1.702 0.083
1.025 -1.998 0.062
0.908 -2.18 -0.309
1.046 -1.754 0.415
0.92 -0.972 -1.87
1.169 -1.159 -1.622
1.429 -0.95 -1.351
1.059 -1.532 -1.537
1.555 -1.159 -0.998
1.666 -0.972 -0.663
1.43 -1.532 -0.937
1.359 -1.314 -1.308
1.567 -1.375 -0.627
1.47 -1.573 -0.273
1.491 -1.357 0.062
1.628 -1.189 -0.309
0.92 -0.554 -1.87
1.207 -0.763 -1.651
1.169 -0.367 -1.622
1.429 -0.576 -1.351
1.598 -0.763 -1.019
1.359 -0.212 -1.308
-0.577 -0.9 2.096
-0.652 -0.785 1.86
-0.821 -0.597 1.847
-0.778 -0.73 2.073
-0.6 -0.713 2.731
-0.746 -0.713 2.495
-0.678 -0.827 2.298
-0.545 -0.862 2.534
-0.777 -0.565 2.677
-0.866 -0.629 2.288
-1.034 -0.271 2.096
-1.023 -0.139 1.899
-1.07 -0.0 2.106
-0.948 -0.377 1.86
-0.934 -0.515 2.073
-0.864 -0.35 2.731
-0.909 -0.489 2.495
-0.996 -0.389 2.298
-1.059 -0.133 2.321
-0.988 -0.252 2.534
-1.015 -0.0 2.547
-0.908 -0.119 2.758
-0.673 -0.489 2.877
-0.743 -0.252 2.93
-0.767 -0.0 2.949
-0.584 -0.133 3.088
-1.034 0.271 2.096
-1.023 0.139 1.899
-0.948 0.377 1.86
-0.934 0.515 2.073
-0.864 0.35 2.731
-0.909 0.489 2.495
-0.996 0.389 2.298
-1.059 0.133 2.321
-0.988 0.252 2.534
-0.908 0.119 2.758
-0.743 0.252 2.93
-0.584 0.133 3.088
-0.673 0.489 2.877
-0.577 0.9 2.096
-0.821 0.597 1.847
-0.652 0.785 1.86
-0.778 0.73 2.073
-0.678 0.827 2.298
-0.545 0.862 2.534
-0.866 0.629 2.288
-0.777 0.565 2.677
-0.746 0.713 2.495
-0.6 0.713 2.731
-0.448 -0.93 1.899
-0.062 -1.067 2.096
-0.184 -1.015 1.899
-0.331 -1.018 2.106
-0.201 -1.048 2.321
-0.066 -1.018 2.534
-0.453 -0.966 2.321
-0.314 -0.966 2.547
-0.237 -0.73 2.949
-0.469 -0.629 2.93
-0.054 -0.597 3.088
-0.393 -0.827 2.758
-0.168 -0.9 2.758
-0.536 -0.389 3.043
-0.372 -0.271 3.167
-0.397 -0.0 3.195
-0.307 -0.515 3.088
-0.123 -0.377 3.195
-0.191 -0.139 3.245
-0.372 0.271 3.167
-0.307 0.515 3.088
-0.123 0.377 3.195
-0.536 0.389 3.043
-0.191 0.139 3.245
-0.331 1.018 2.106
-0.184 1.015 1.899
-0.448 0.93 1.899
-0.062 1.067 2.096
-0.453 0.966 2.321
-0.201 1.048 2.321
-0.314 0.966 2.547
-0.066 1.018 2.534
-0.469 0.629 2.93
-0.237 0.73 2.949
-0.054 0.597 3.088
-0.168 0.9 2.758
-0.393 0.827 2.758
0.314 -0.966 1.847
0.066 -1.018 1.86
0.453 -0.966 2.073
0.201 -1.048 2.073
0.448 -0.93 2.495
0.184 -1.015 2.495
0.062 -1.067 2.298
0.297 -0.914 2.677
0.493 -0.791 2.731
0.331 -1.018 2.288
0.066 -0.93 2.731
0.257 -0.791 2.877
0.01 -0.785 2.93
0.453 -0.64 2.93
0.205 -0.63 3.043
0.395 -0.451 3.088
0.321 -0.233 3.195
0.073 -0.224 3.245
0.142 -0.438 3.167
0.46 0.0 3.167
0.0 0.0 3.271
0.236 0.0 3.245
0.321 0.233 3.195
0.395 0.451 3.088
0.073 0.224 3.245
0.142 0.438 3.167
0.066 1.018 1.86
0.314 0.966 1.847
0.201 1.048 2.073
0.453 0.966 2.073
0.331 1.018 2.288
0.066 0.93 2.731
0.297 0.914 2.677
0.184 1.015 2.495
0.062 1.067 2.298
0.448 0.93 2.495
0.493 0.791 2.731
0.01 0.785 2.93
0.453 0.64 2.93
0.257 0.791 2.877
0.205 0.63 3.043
0.678 -0.827 2.096
0.746 -0.713 1.899
0.866 -0.629 2.106
0.545 -0.862 1.86
0.778 -0.73 2.321
0.821 -0.597 2.547
0.652 -0.785 2.534
0.577 -0.9 2.298
0.665 -0.63 2.758
0.988 -0.252 1.86
1.059 -0.133 2.073
0.909 -0.489 1.899
0.996 -0.389 2.096
0.905 -0.224 2.731
1.023 -0.139 2.495
0.934 -0.515 2.321
0.948 -0.377 2.534
1.034 -0.271 2.298
0.551 -0.236 3.088
0.804 -0.438 2.758
0.621 -0.451 2.949
0.749 -0.233 2.93
1.015 0.0 1.847
0.988 0.252 1.86
0.996 0.389 2.096
0.909 0.489 1.899
1.059 0.133 2.073
1.023 0.139 2.495
0.905 0.224 2.731
0.948 0.377 2.534
0.961 0.0 2.677
1.07 0.0 2.288
1.034 0.271 2.298
0.934 0.515 2.321
0.662 0.0 3.043
0.804 0.438 2.758
0.749 0.233 2.93
0.832 0.0 2.877
0.551 0.236 3.088
0.621 0.451 2.949
0.678 0.827 2.096
0.545 0.862 1.86
0.866 0.629 2.106
0.746 0.713 1.899
0.577 0.9 2.298
0.778 0.73 2.321
0.821 0.597 2.547
0.652 0.785 2.534
0.665 0.63 2.758
-1.257 -1.494 1.235
-1.562 -1.494 0.741
-1.141 -1.806 0.822
-1.628 -1.183 1.123
-1.814 -1.318 0.309
-2.167 -0.567 -0.094
-2.142 -0.29 -0.507
-1.895 -0.47 -1.001
-2.242 -0.0 -0.075
-1.985 -0.79 -0.588
-1.958 -1.078 -0.143
-1.809 -0.734 1.235
-1.904 -1.024 0.741
-2.086 -0.815 0.328
-2.218 -0.278 0.377
-2.071 -0.527 0.822
-2.127 -0.0 0.85
-1.902 -0.249 1.293
-1.41 -1.024 1.541
-1.557 -0.527 1.653
-1.607 -0.0 1.692
-1.224 -0.278 1.984
-1.742 0.0 -1.307
-1.387 0.0 -1.655
-2.167 0.567 -0.094
-2.142 0.29 -0.507
-1.895 0.47 -1.001
-1.985 0.79 -0.588
-1.958 1.078 -0.143
-2.012 0.0 -0.889
-1.809 0.734 1.235
-1.904 1.024 0.741
-2.086 0.815 0.328
-2.218 0.278 0.377
-2.071 0.527 0.822
-1.902 0.249 1.293
-1.557 0.527 1.653
-1.224 0.278 1.984
-1.41 1.024 1.541
-1.141 1.806 0.822
-1.814 1.318 0.309
-1.628 1.183 1.123
-1.562 1.494 0.741
-1.257 1.494 1.235
-0.657 -2.023 0.85
-0.497 -1.528 1.692
-0.983 -1.318 1.653
-0.114 -1.25 1.984
-0.824 -1.732 1.293
-0.351 -1.886 1.293
-1.122 -0.815 1.889
-0.643 -1.078 1.984
-0.643 1.078 1.984
-1.122 0.815 1.889
-0.657 2.023 0.85
-0.983 1.318 1.653
-0.497 1.528 1.692
-0.114 1.25 1.984
-0.351 1.886 1.293
-0.824 1.732 1.293
0.938 -1.948 0.741
0.622 -1.914 1.123
1.033 -1.657 1.235
0.139 -1.948 1.235
0.538 -1.657 1.541
0.02 -1.644 1.653
0.95 -1.342 1.653
0.429 -1.319 1.889
0.827 -0.945 1.984
0.827 0.945 1.984
0.139 1.948 1.235
0.622 1.914 1.123
0.938 1.948 0.741
1.033 1.657 1.235
0.02 1.644 1.653
0.95 1.342 1.653
0.538 1.657 1.541
0.429 1.319 1.889
1.814 -1.318 -0.075
1.631 -1.528 0.377
1.721 -1.25 0.85
1.365 -1.644 0.822
1.393 -1.319 1.293
1.902 -0.249 -1.059
2.071 -0.527 -0.588
2.218 -0.278 -0.143
2.086 -0.815 -0.094
1.895 -0.47 1.235
2.142 -0.29 0.741
1.958 -1.078 0.377
1.985 -0.79 0.822
2.167 -0.567 0.328
1.154 -0.495 1.984
1.685 -0.917 1.293
1.3 -0.945 1.692
1.569 -0.489 1.653
1.607 0.0 -1.458
1.902 0.249 -1.059
2.127 0.0 -0.616
2.071 0.527 -0.588
2.086 0.815 -0.094
2.218 0.278 -0.143
2.142 0.29 0.741
1.895 0.47 1.235
1.985 0.79 0.822
2.012 0.0 1.123
2.242 0.0 0.309
2.167 0.567 0.328
1.958 1.078 0.377
1.387 0.0 1.889
1.685 0.917 1.293
1.569 0.489 1.653
1.742 0.0 1.541
1.154 0.495 1.984
1.3 0.945 1.692
1.814 1.318 -0.075
1.631 1.528 0.377
1.721 1.25 0.85
1.365 1.644 0.822
1.393 1.319 1.293
-0.99 0.339 -2.07
-1.346 0.344 -1.786
-1.626 0.36 -1.427
-1.445 1.55 -1.476
-1.495 0.763 -1.689
-1.19 0.763 -1.988
-0.99 1.187 -2.07
-1.346 1.182 -1.786
-1.115 1.573 -1.819
-1.859 1.249 -0.649
-1.837 1.012 -1.003
-1.626 1.166 -1.427
-1.703 1.441 -1.073
-1.679 1.688 -0.691
-1.726 0.763 -1.331
-1.633 1.641 0.067
-1.79 1.462 -0.287
-1.195 1.895 -1.476
-1.037 2.381 -0.649
-1.476 1.835 -1.097
-1.171 2.173 -1.073
-1.399 2.074 -0.691
-1.218 2.249 -0.287
-0.979 2.312 0.137
-1.556 1.893 -0.304
-1.397 1.778 0.395
-1.34 2.045 0.067
-1.078 2.045 0.491
-0.131 0.36 -2.351
-0.577 0.344 -2.262
-0.256 1.55 -2.212
-0.131 1.166 -2.351
-0.827 0.763 -2.212
-0.424 0.763 -2.351
-0.577 1.182 -2.262
-0.709 1.573 -2.07
-0.462 2.184 -1.689
-0.368 1.895 -1.988
-0.017 2.173 -1.786
-0.815 1.914 -1.786
-0.119 2.434 -1.427
-0.594 2.592 -0.632
-0.331 2.588 -1.003
-0.805 2.434 -1.003
-0.112 2.681 -0.649
-0.533 2.405 -1.331
-0.886 2.184 -1.427
-0.815 2.498 -0.245
-0.361 2.646 -0.245
-0.564 2.498 0.161
-0.119 2.592 0.137
-0.426 2.074 0.883
-0.301 2.381 0.54
-0.707 2.249 0.54
0.669 0.277 -2.212
0.343 0.514 -2.351
0.22 0.085 -2.262
0.963 0.064 -1.988
0.343 1.012 -2.351
0.0 0.763 -2.398
0.963 1.462 -1.988
0.669 1.249 -2.212
0.22 1.441 -2.262
0.551 1.688 -2.07
0.713 0.763 -2.262
0.301 2.381 -1.476
0.707 2.249 -1.476
0.098 1.835 -2.07
0.426 2.074 -1.819
0.843 1.893 -1.786
0.119 2.592 -1.073
0.564 2.498 -1.097
0.361 2.646 -0.691
0.815 2.498 -0.691
0.594 2.592 -0.304
0.119 2.434 0.491
0.533 2.405 0.395
0.331 2.588 0.067
0.112 2.681 -0.287
0.805 2.434 0.067
0.886 2.184 0.491
0.017 2.173 0.85
0.462 2.184 0.753
1.05 0.524 -2.07
1.335 0.311 -1.786
1.632 0.55 -1.476
1.05 1.002 -2.07
1.379 0.763 -1.819
1.335 1.215 -1.786
1.632 0.976 -1.476
1.209 1.641 -1.689
1.825 0.763 -1.097
1.776 1.215 -1.073
1.79 1.462 -0.649
1.633 1.641 -1.003
1.552 1.392 -1.427
1.902 1.002 -0.691
1.859 1.249 -0.287
1.679 1.688 -0.245
1.218 2.249 -0.649
0.979 2.312 -1.073
1.556 1.893 -0.632
1.34 2.045 -1.003
1.078 2.045 -1.427
1.397 1.778 -1.331
1.037 2.381 -0.287
1.399 2.074 -0.245
1.476 1.835 0.161
1.171 2.173 0.137
1.195 1.895 0.54
-1.195 -1.895 -1.476
-1.037 -2.381 -0.649
-1.171 -2.173 -1.073
-1.476 -1.835 -1.097
-1.399 -2.074 -0.691
-1.078 -2.045 0.491
-1.34 -2.045 0.067
-1.218 -2.249 -0.287
-0.979 -2.312 0.137
-1.397 -1.778 0.395
-1.556 -1.893 -0.304
-1.445 -1.55 -1.476
-0.99 -1.187 -2.07
-1.115 -1.573 -1.819
-1.346 -1.182 -1.786
-1.859 -1.249 -0.649
-1.837 -1.012 -1.003
-1.626 -1.166 -1.427
-1.703 -1.441 -1.073
-1.679 -1.688 -0.691
-1.633 -1.641 0.067
-1.79 -1.462 -0.287
-1.495 -0.763 -1.689
-1.19 -0.763 -1.988
-0.99 -0.339 -2.07
-1.346 -0.344 -1.786
-1.626 -0.36 -1.427
-1.726 -0.763 -1.331
-0.462 -2.184 -1.689
-0.368 -1.895 -1.988
-0.815 -1.914 -1.786
-0.017 -2.173 -1.786
-0.805 -2.434 -1.003
-0.112 -2.681 -0.649
-0.331 -2.588 -1.003
-0.886 -2.184 -1.427
-0.119 -2.434 -1.427
-0.594 -2.592 -0.632
-0.533 -2.405 -1.331
-0.361 -2.646 -0.245
-0.119 -2.592 0.137
-0.815 -2.498 -0.245
-0.564 -2.498 0.161
-0.426 -2.074 0.883
-0.707 -2.249 0.54
-0.301 -2.381 0.54
-0.256 -1.55 -2.212
-0.131 -1.166 -2.351
-0.577 -1.182 -2.262
-0.709 -1.573 -2.07
-0.131 -0.36 -2.351
-0.827 -0.763 -2.212
-0.424 -0.763 -2.351
-0.577 -0.344 -2.262
0.301 -2.381 -1.476
0.707 -2.249 -1.476
0.843 -1.893 -1.786
0.098 -1.835 -2.07
0.426 -2.074 -1.819
0.564 -2.498 -1.097
0.119 -2.592 -1.073
0.815 -2.498 -0.691
0.361 -2.646 -0.691
0.805 -2.434 0.067
0.331 -2.588 0.067
0.112 -2.681 -0.287
0.533 -2.405 0.395
0.886 -2.184 0.491
0.594 -2.592 -0.304
0.119 -2.434 0.491
0.462 -2.184 0.753
0.017 -2.173 0.85
0.669 -1.249 -2.212
0.343 -1.012 -2.351
0.22 -1.441 -2.262
0.551 -1.688 -2.07
0.963 -1.462 -1.988
0.343 -0.514 -2.351
0.0 -0.763 -2.398
0.963 -0.064 -1.988
0.669 -0.277 -2.212
0.22 -0.085 -2.262
0.713 -0.763 -2.262
1.218 -2.249 -0.649
1.34 -2.045 -1.003
1.397 -1.778 -1.331
1.556 -1.893 -0.632
0.979 -2.312 -1.073
1.078 -2.045 -1.427
1.399 -2.074 -0.245
1.476 -1.835 0.161
1.171 -2.173 0.137
1.037 -2.381 -0.287
1.195 -1.895 0.54
1.05 -1.002 -2.07
1.335 -1.215 -1.786
1.632 -0.976 -1.476
1.209 -1.641 -1.689
1.776 -1.215 -1.073
1.902 -1.002 -0.691
1.633 -1.641 -1.003
1.552 -1.392 -1.427
1.79 -1.462 -0.649
1.679 -1.688 -0.245
1.859 -1.249 -0.287
1.05 -0.524 -2.07
1.379 -0.763 -1.819
1.335 -0.311 -1.786
1.632 -0.55 -1.476
1.825 -0.763 -1.097
-0.659 -1.028 2.082
-0.888 -0.833 2.055
-0.685 -0.814 2.806
-0.851 -0.814 2.537
-0.774 -0.944 2.312
-0.622 -0.984 2.581
-0.887 -0.645 2.745
-0.988 -0.718 2.301
-1.181 -0.309 2.082
-1.222 -0.0 2.093
-1.067 -0.588 2.055
-0.986 -0.4 2.806
-1.037 -0.558 2.537
-1.137 -0.444 2.312
-1.208 -0.152 2.339
-1.128 -0.287 2.581
-1.159 -0.0 2.597
-1.037 -0.135 2.838
-0.768 -0.558 2.973
-0.848 -0.287 3.034
-0.876 -0.0 3.055
-0.667 -0.152 3.214
-1.181 0.309 2.082
-1.067 0.588 2.055
-0.986 0.4 2.806
-1.037 0.558 2.537
-1.137 0.444 2.312
-1.208 0.152 2.339
-1.128 0.287 2.581
-1.037 0.135 2.838
-0.848 0.287 3.034
-0.667 0.152 3.214
-0.768 0.558 2.973
-0.659 1.028 2.082
-0.888 0.833 2.055
-0.774 0.944 2.312
-0.622 0.984 2.581
-0.988 0.718 2.301
-0.887 0.645 2.745
-0.851 0.814 2.537
-0.685 0.814 2.806
-0.071 -1.218 2.082
-0.377 -1.162 2.093
-0.229 -1.196 2.339
-0.075 -1.162 2.581
-0.518 -1.102 2.339
-0.358 -1.102 2.597
-0.271 -0.833 3.055
-0.535 -0.718 3.034
-0.062 -0.681 3.214
-0.449 -0.944 2.838
-0.191 -1.028 2.838
-0.611 -0.444 3.162
-0.425 -0.309 3.305
-0.453 -0.0 3.336
-0.35 -0.588 3.214
-0.14 -0.431 3.336
-0.218 -0.158 3.393
-0.425 0.309 3.305
-0.35 0.588 3.214
-0.14 0.431 3.336
-0.611 0.444 3.162
-0.218 0.158 3.393
-0.377 1.162 2.093
-0.071 1.218 2.082
-0.518 1.102 2.339
-0.229 1.196 2.339
-0.358 1.102 2.597
-0.075 1.162 2.581
-0.535 0.718 3.034
-0.271 0.833 3.055
-0.062 0.681 3.214
-0.191 1.028 2.838
-0.449 0.944 2.838
0.518 -1.102 2.055
0.229 -1.196 2.055
0.511 -1.061 2.537
0.21 -1.159 2.537
0.071 -1.218 2.312
0.339 -1.043 2.745
0.563 -0.903 2.806
0.377 -1.162 2.301
0.076 -1.061 2.806
0.293 -0.903 2.973
0.011 -0.896 3.034
0.517 -0.731 3.034
0.234 -0.719 3.162
0.451 -0.515 3.214
0.366 -0.266 3.336
0.083 -0.256 3.393
0.162 -0.5 3.305
0.525 0.0 3.305
0.0 0.0 3.423
0.269 0.0 3.393
0.366 0.266 3.336
0.451 0.515 3.214
0.083 0.256 3.393
0.162 0.5 3.305
0.229 1.196 2.055
0.518 1.102 2.055
0.377 1.162 2.301
0.076 1.061 2.806
0.339 1.043 2.745
0.21 1.159 2.537
0.071 1.218 2.312
0.511 1.061 2.537
0.563 0.903 2.806
0.011 0.896 3.034
0.517 0.731 3.034
0.293 0.903 2.973
0.234 0.719 3.162
0.774 -0.944 2.082
0.988 -0.718 2.093
0.888 -0.833 2.339
0.938 -0.681 2.597
0.744 -0.896 2.581
0.659 -1.028 2.312
0.759 -0.719 2.838
1.208 -0.152 2.055
1.137 -0.444 2.082
1.033 -0.256 2.806
1.167 -0.158 2.537
1.067 -0.588 2.339
1.082 -0.431 2.581
1.181 -0.309 2.312
0.629 -0.269 3.214
0.918 -0.5 2.838
0.708 -0.515 3.055
0.855 -0.266 3.034
1.137 0.444 2.082
1.208 0.152 2.055
1.167 0.158 2.537
1.033 0.256 2.806
1.082 0.431 2.581
1.097 0.0 2.745
1.222 0.0 2.301
1.181 0.309 2.312
1.067 0.588 2.339
0.756 0.0 3.162
0.918 0.5 2.838
0.855 0.266 3.034
0.949 0.0 2.973
0.629 0.269 3.214
0.708 0.515 3.055
0.774 0.944 2.082
0.988 0.718 2.093
0.659 1.028 2.312
0.888 0.833 2.339
0.938 0.681 2.597
0.744 0.896 2.581
0.759 0.719 2.838
-1.413 -1.68 1.374
-1.757 -1.68 0.819
-1.283 -2.031 0.91
-1.831 -1.33 1.248
-2.039 -1.482 0.333
-2.437 -0.637 -0.121
-2.409 -0.327 -0.585
-2.131 -0.528 -1.14
-2.521 -0.0 -0.099
-2.232 -0.889 -0.676
-2.201 -1.213 -0.175
-2.035 -0.825 1.374
-2.141 -1.152 0.819
-2.346 -0.917 0.355
-2.494 -0.313 0.409
-2.328 -0.593 0.91
-2.392 -0.0 0.941
-2.139 -0.28 1.439
-1.585 -1.152 1.718
-1.751 -0.593 1.845
